frameNumber,trackerPosition,trackerRotation,centerHit,centerHitPosition,centerHitGroup,boxHit,boxHitPosition,boxHitGroup,presentObjectName,presentObjectGroup
420,"(-191.5, 102.7, -131.8)","(0.1, 0.6, 0.0, 0.8)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,null,null
421,"(-191.4, 102.7, -131.7)","(0.1, 0.6, 0.0, 0.8)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,null,null
422,"(-191.3, 102.7, -131.7)","(0.1, 0.6, 0.0, 0.8)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,null,null
423,"(-191.1, 102.7, -131.7)","(0.1, 0.6, 0.0, 0.8)",null,"(0.0, 0.0, 0.0)",null,TS1_Stand_Medium_LOD0,"(-139.3, 101.2, -119.2)",WestRide Traffic,TS1_Stand_Medium_LOD0*,WestRide Traffic*
424,"(-191.0, 102.7, -131.7)","(0.0, 0.6, 0.0, 0.8)",null,"(0.0, 0.0, 0.0)",null,TS1_Stand_Medium_LOD0,"(-139.3, 101.8, -119.2)",WestRide Traffic,TS1_Stand_Medium_LOD0*,WestRide Traffic*
425,"(-190.8, 102.7, -131.7)","(0.0, 0.6, 0.0, 0.8)",null,"(0.0, 0.0, 0.0)",null,TS1_Stand_Medium_LOD0,"(-139.3, 102.6, -119.2)",WestRide Traffic,TS1_Stand_Medium_LOD0*New_NPC (33)(Clone)*,WestRide Traffic*PedestriansManager*
426,"(-190.7, 102.7, -131.7)","(0.0, 0.6, 0.0, 0.8)",null,"(0.0, 0.0, 0.0)",null,TS1_Stand_Medium_LOD0,"(-139.3, 102.5, -119.2)",WestRide Traffic,TS1_Stand_Medium_LOD0*,WestRide Traffic*
427,"(-190.5, 102.7, -131.7)","(0.0, 0.6, 0.0, 0.8)",null,"(0.0, 0.0, 0.0)",null,TS1_Stand_Medium_LOD0,"(-139.3, 102.5, -119.2)",WestRide Traffic,TS1_Stand_Medium_LOD0*,WestRide Traffic*
428,"(-190.3, 102.7, -131.7)","(0.0, 0.7, 0.0, 0.8)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,null,null
429,"(-190.2, 102.6, -131.7)","(0.0, 0.7, 0.0, 0.7)",null,"(0.0, 0.0, 0.0)",null,New_NPC (33)(Clone),"(-118.2, 101.0, -121.2)",PedestriansManager,New_NPC (33)(Clone)*,PedestriansManager*
430,"(-190.0, 102.6, -131.6)","(0.0, 0.7, 0.0, 0.7)",null,"(0.0, 0.0, 0.0)",null,New_NPC (33)(Clone),"(-118.2, 102.4, -121.0)",PedestriansManager,TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*New_NPC (33)(Clone)*,WestRide Traffic*WestRide Traffic*PedestriansManager*
431,"(-189.8, 102.6, -131.6)","(0.0, 0.7, 0.0, 0.7)",null,"(0.0, 0.0, 0.0)",null,TS1_Stand_Medium_LOD0,"(-116.8, 103.1, -127.3)",WestRide Traffic,TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*,WestRide Traffic*WestRide Traffic*
432,"(-189.6, 102.6, -131.6)","(0.0, 0.7, 0.0, 0.7)",null,"(0.0, 0.0, 0.0)",null,Square_Sign_LOD0,"(-116.9, 104.1, -126.6)",WestRide Traffic,TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*Square_Sign_LOD0*New_NPC (56)(Clone)*New_NPC (44)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*PedestriansManager*PedestriansManager*
433,"(-189.5, 102.6, -131.6)","(0.0, 0.7, 0.0, 0.7)",null,"(0.0, 0.0, 0.0)",null,Square_Sign_LOD0,"(-116.8, 104.1, -127.6)",WestRide Traffic,TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*smallCone (3)*trafficBarrel (10)*bigRoadblock (4)*smallCone (5)*smallCone (6)*smallCone (4)*trafficBarrel (9)*bigRoadblock (12)*smallRoadblock (6)*smallRoadblock (7)*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*Body*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*Square_Sign_LOD0*body_pivot*body*New_NPC (81)(Clone)*New_NPC (36)(Clone)*U_SC05(Clone)*New_NPC (44)(Clone)*New_NPC (91)(Clone)*New_NPC (69)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*PedestriansManager*PedestriansManager*CarsManager*PedestriansManager*PedestriansManager*PedestriansManager*
434,"(-189.3, 102.6, -131.5)","(0.0, 0.7, 0.0, 0.7)",B023,"(263.3, 108.2, -101.2)",WestRide Buildings,Square_Sign_LOD0,"(-116.8, 103.3, -127.6)",WestRide Traffic,Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*smallCone (3)*trafficBarrel (10)*bigRoadblock (4)*smallCone (5)*smallCone (4)*trafficBarrel (9)*bigRoadblock (12)*smallRoadblock (6)*smallRoadblock (7)*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*Body*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*Square_Sign_LOD0*body_pivot*body*New_NPC (81)(Clone)*New_NPC (36)(Clone)*U_SC05(Clone)*New_NPC (44)(Clone)*New_NPC (91)(Clone)*New_NPC (69)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*PedestriansManager*PedestriansManager*CarsManager*PedestriansManager*PedestriansManager*PedestriansManager*
435,"(-189.0, 102.6, -131.5)","(0.0, 0.7, 0.0, 0.7)",B023,"(263.3, 105.4, -91.8)",WestRide Buildings,New_NPC (33)(Clone),"(-118.2, 101.2, -120.5)",PedestriansManager,Renault_Clio_2013 (26)*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*Square_Sign_LOD0*body_pivot*body*New_NPC (61)(Clone)*New_NPC (38)(Clone)*New_NPC (36)(Clone)*New_NPC (33)(Clone)*U_SC05(Clone)*New_NPC (44)(Clone)*New_NPC (82)(Clone)*New_NPC (91)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*CarsManager*PedestriansManager*PedestriansManager*PedestriansManager*
436,"(-188.8, 102.6, -131.5)","(0.0, 0.7, 0.0, 0.8)",null,"(0.0, 0.0, 0.0)",null,TS1_Stand_Medium_LOD0,"(-139.3, 103.9, -119.2)",WestRide Traffic,TS1_Stand_Medium_LOD0*Square_Sign_LOD0*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*New_NPC (33)(Clone)*U_SC05(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*PedestriansManager*CarsManager*
437,"(-188.7, 102.6, -131.5)","(0.0, 0.6, 0.0, 0.8)",null,"(0.0, 0.0, 0.0)",null,TS1_Stand_Medium_LOD0,"(-139.3, 103.9, -119.2)",WestRide Traffic,Square_Sign_LOD0*TS1_Stand_Medium_LOD0*New_NPC (33)(Clone)*U_SC05(Clone)*,WestRide Traffic*WestRide Traffic*PedestriansManager*CarsManager*
438,"(-188.4, 102.6, -131.4)","(0.0, 0.6, 0.0, 0.8)",null,"(0.0, 0.0, 0.0)",null,TS1_Stand_Medium_LOD0,"(-139.3, 103.9, -119.2)",WestRide Traffic,Square_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1 Stand Medium*Right Bend*Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*New_NPC (100)(Clone)*New_NPC (106)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*PedestriansManager*PedestriansManager*
439,"(-188.2, 102.6, -131.4)","(0.0, 0.6, 0.0, 0.8)",null,"(0.0, 0.0, 0.0)",null,Square_Sign_LOD0,"(-139.2, 104.1, -119.6)",WestRide Traffic,TS1_Stand_Medium_LOD0*Square_Sign_LOD0*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*
440,"(-188.1, 102.6, -131.4)","(0.1, 0.6, 0.0, 0.8)",null,"(0.0, 0.0, 0.0)",null,TS1_Stand_Medium_LOD0,"(-139.3, 101.5, -119.1)",WestRide Traffic,TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*New_NPC (78)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*PedestriansManager*
441,"(-187.8, 102.6, -131.3)","(0.1, 0.6, 0.0, 0.8)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,null,null
442,"(-187.6, 102.6, -131.3)","(0.1, 0.6, 0.0, 0.8)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,null,null
443,"(-187.3, 102.6, -131.3)","(0.1, 0.6, 0.0, 0.8)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,null,null
444,"(-187.2, 102.6, -131.3)","(0.1, 0.6, 0.0, 0.8)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,null,null
445,"(-186.9, 102.6, -131.3)","(0.0, 0.6, 0.0, 0.8)",null,"(0.0, 0.0, 0.0)",null,TS1_Stand_Medium_LOD0,"(-139.3, 103.9, -119.2)",WestRide Traffic,Building 11*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*New_NPC (78)(Clone)*,WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*PedestriansManager*
446,"(-186.6, 102.7, -131.2)","(0.0, 0.6, 0.0, 0.8)",null,"(0.0, 0.0, 0.0)",null,Square_Sign_LOD0,"(-139.2, 104.1, -119.6)",WestRide Traffic,TS1_Stand_Medium_LOD0*smallRoadblock (4)*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*New_NPC (68)(Clone)*New_NPC (52)(Clone)*New_NPC (104)(Clone)*New_NPC (41)(Clone)*New_NPC (67)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*
447,"(-186.4, 102.7, -131.2)","(0.0, 0.6, 0.0, 0.8)",null,"(0.0, 0.0, 0.0)",null,Square_Sign_LOD0,"(-139.4, 104.1, -111.5)",WestRide Traffic,Building 11*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*New_NPC (78)(Clone)*,WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*PedestriansManager*
448,"(-186.2, 102.7, -131.2)","(0.1, 0.5, 0.0, 0.9)",null,"(0.0, 0.0, 0.0)",null,TS1_Stand_Medium_LOD0,"(-139.5, 103.8, -111.0)",WestRide Traffic,TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*New_NPC (78)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*PedestriansManager*
449,"(-186.0, 102.6, -131.2)","(0.1, 0.4, 0.0, 0.9)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,null,null
450,"(-185.7, 102.6, -131.1)","(0.1, 0.4, 0.0, 0.9)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,null,null
451,"(-185.5, 102.6, -131.1)","(0.1, 0.3, 0.0, 0.9)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,null,null
452,"(-185.3, 102.6, -131.1)","(0.1, 0.2, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,body*,WestRide Traffic*
453,"(-185.1, 102.6, -131.1)","(0.1, 0.1, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,body*,WestRide Traffic*
454,"(-184.8, 102.6, -131.0)","(0.1, 0.1, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,body*,WestRide Traffic*
455,"(-184.5, 102.6, -131.0)","(0.2, 0.1, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,body*,WestRide Traffic*
456,"(-184.4, 102.6, -131.0)","(0.2, 0.1, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,body*,WestRide Traffic*
457,"(-184.1, 102.6, -131.0)","(0.2, 0.1, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,body*,WestRide Traffic*
458,"(-183.9, 102.6, -131.0)","(0.2, 0.2, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,body*,WestRide Traffic*
459,"(-183.6, 102.6, -131.0)","(0.1, 0.2, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,body*,WestRide Traffic*
460,"(-183.5, 102.6, -131.0)","(0.1, 0.2, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,body*,WestRide Traffic*
461,"(-183.2, 102.6, -131.0)","(0.1, 0.2, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,body*,WestRide Traffic*
462,"(-182.9, 102.6, -131.0)","(0.1, 0.2, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,body*,WestRide Traffic*
463,"(-182.7, 102.6, -131.0)","(0.1, 0.2, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,body*,WestRide Traffic*
464,"(-182.4, 102.6, -131.0)","(0.1, 0.2, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,body*,WestRide Traffic*
465,"(-182.2, 102.6, -131.0)","(0.1, 0.2, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,Body*body*,WestRide Traffic*WestRide Traffic*
466,"(-181.7, 102.6, -131.0)","(0.1, 0.1, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,Body*body*3651_combined_retirement1  [Legacy Shaders/Transparent/Cutout/Diffuse]*,WestRide Traffic*WestRide Traffic*WestRide Buildings*
467,"(-181.4, 102.6, -131.0)","(0.1, 0.1, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,Body*body*3651_combined_retirement1  [Legacy Shaders/Transparent/Cutout/Diffuse]*,WestRide Traffic*WestRide Traffic*WestRide Buildings*
468,"(-181.1, 102.6, -130.9)","(0.1, 0.1, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,Body*body*3651_combined_retirement1  [Legacy Shaders/Transparent/Cutout/Diffuse]*,WestRide Traffic*WestRide Traffic*WestRide Buildings*
469,"(-180.8, 102.6, -130.9)","(0.1, 0.1, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,Body*body*3651_combined_retirement1  [Legacy Shaders/Transparent/Cutout/Diffuse]*,WestRide Traffic*WestRide Traffic*WestRide Buildings*
470,"(-180.7, 102.6, -130.9)","(0.1, 0.1, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,Body*body*3651_combined_retirement1  [Legacy Shaders/Transparent/Cutout/Diffuse]*,WestRide Traffic*WestRide Traffic*WestRide Buildings*
471,"(-180.4, 102.6, -130.9)","(0.1, 0.1, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,Body*body*3651_combined_retirement1  [Legacy Shaders/Transparent/Cutout/Diffuse]*,WestRide Traffic*WestRide Traffic*WestRide Buildings*
472,"(-180.0, 102.6, -130.9)","(0.0, 0.2, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,Body*body*3651_combined_retirement1  [Legacy Shaders/Transparent/Cutout/Diffuse]*,WestRide Traffic*WestRide Traffic*WestRide Buildings*
473,"(-179.9, 102.6, -130.9)","(0.0, 0.2, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,Body*body*3651_combined_retirement1  [Legacy Shaders/Transparent/Cutout/Diffuse]*,WestRide Traffic*WestRide Traffic*WestRide Buildings*
474,"(-179.6, 102.6, -130.9)","(0.0, 0.4, 0.0, 0.9)",null,"(0.0, 0.0, 0.0)",null,TS1_Stand_Medium_LOD0,"(-135.2, 102.4, -84.0)",WestRide Traffic,TS1_Stand_Medium_LOD0*body*3651_combined_retirement1  [Legacy Shaders/Transparent/Cutout/Diffuse]*,WestRide Traffic*WestRide Traffic*WestRide Buildings*
475,"(-179.2, 102.6, -130.9)","(0.0, 0.5, 0.0, 0.9)",null,"(0.0, 0.0, 0.0)",null,TS1_Stand_Medium_LOD0,"(-139.5, 103.4, -111.1)",WestRide Traffic,TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*New_NPC (78)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*PedestriansManager*
476,"(-178.9, 102.6, -130.9)","(0.1, 0.6, 0.0, 0.8)",null,"(0.0, 0.0, 0.0)",null,TS1_Stand_Medium_LOD0,"(-139.3, 102.9, -119.2)",WestRide Traffic,TS1_Stand_Medium_LOD0*New_NPC (78)(Clone)*,WestRide Traffic*PedestriansManager*
477,"(-178.8, 102.6, -130.9)","(0.0, 0.6, 0.0, 0.8)",null,"(0.0, 0.0, 0.0)",null,TS1_Stand_Medium_LOD0,"(-139.3, 103.1, -119.2)",WestRide Traffic,TS1_Stand_Medium_LOD0*New_NPC (33)(Clone)*,WestRide Traffic*PedestriansManager*
478,"(-178.5, 102.6, -130.9)","(0.0, 0.7, 0.0, 0.7)",null,"(0.0, 0.0, 0.0)",null,TS1_Stand_Medium_LOD0,"(-116.8, 101.3, -127.3)",WestRide Traffic,TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*,WestRide Traffic*WestRide Traffic*
479,"(-178.2, 102.6, -130.8)","(0.0, 0.7, 0.0, 0.7)",null,"(0.0, 0.0, 0.0)",null,TS1_Stand_Medium_LOD0,"(-116.9, 101.5, -126.2)",WestRide Traffic,TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*,WestRide Traffic*WestRide Traffic*
480,"(-178.0, 102.6, -130.8)","(0.0, 0.7, 0.0, 0.7)",null,"(0.0, 0.0, 0.0)",null,TS1 Stand Medium,"(-141.4, 99.3, -135.2)",WestRide Traffic,TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1 Stand Medium*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*
481,"(-177.7, 102.6, -130.8)","(0.0, 0.7, 0.0, 0.7)",null,"(0.0, 0.0, 0.0)",null,TS1 Stand Medium,"(-141.6, 99.3, -135.4)",WestRide Traffic,TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1 Stand Medium*New_NPC (54)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*PedestriansManager*
482,"(-177.4, 102.6, -130.8)","(0.0, 0.7, 0.0, 0.7)",null,"(0.0, 0.0, 0.0)",null,TS1 Stand Medium,"(-141.6, 99.3, -135.4)",WestRide Traffic,TS1_Stand_Medium_LOD0*Square_Sign_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*TS1 Stand Medium*City Skirt 3*New_NPC (54)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*PedestriansManager*
483,"(-177.1, 102.6, -130.7)","(0.0, 0.7, 0.0, 0.7)",null,"(0.0, 0.0, 0.0)",null,TS1 Stand Medium,"(-141.6, 99.3, -135.4)",WestRide Traffic,TS1_Stand_Medium_LOD0*Square_Sign_LOD0*Square_Sign_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*TS1 Stand Medium*City Skirt 3*New_NPC (54)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*PedestriansManager*
